고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,납입총보험료,신용등급(최소),신용등급(최대),결혼여부,배우자직업그룹코드1,배우자직업그룹코드2,자녀수,막내자녀연령,최대보험료연월,최대보험료,고객추정소득,추정가구소득1,추정가구소득2
16894,1,N,1,34,11250,20,N,200306,전북,3.사무직,사무직,15364874,6,6,Y,1.주부,주부,2,4,200305,201190,3762,3931,3762
16896,1,N,2,34,11391,99,N,200306,서울,4.전문직,공무원,8089992,,,N,,,0,0,200411,94165,3065,0,3065
16897,1,N,2,34,7916,20,N,200306,서울,3.사무직,사무직,4891150,6,7,N,,,0,0,201012,75440,3166,2658,3166
16898,1,N,1,34,7441,99,N,200306,부산,8.기타,학생,27501894,,,N,,,0,0,200611,286681,0,0,0
16899,1,N,2,34,18554,12,N,200306,서울,8.기타,학생,19737110,,,N,,,0,0,200509,275534,0,5273,5631
16901,1,N,1,34,14444,30,N,200306,인천,8.기타,학생,27886740,,,N,,,0,0,200503,294754,0,4865,4886
16902,1,N,2,33,0,,N,200306,부산,2.자영업,자영업,9472614,6,7,N,,,0,0,201208,150348,3230,0,3230
16903,1,N,1,33,18022,40,N,200306,서울,3.사무직,단순 사무직,8088408,6,6,N,,,0,0,200708,67800,3316,5238,3316
16904,1,N,1,33,29950,11,N,200306,부산,5.서비스,2차산업 종사자,16170764,,,N,,,0,0,200702,114200,3630,7014,3630
16905,1,N,2,33,13456,12,N,200306,서울,1.주부,주부,14676542,7,7,Y,3.사무직,사무직,1,6,201302,360837,0,4378,3568
16906,1,N,2,33,10451,12,N,200306,전북,1.주부,주부,37119181,2,99,N,,,0,0,201502,350020,0,3920,3778
16910,1,N,1,33,7777,20,N,200306,서울,3.사무직,사무직,1324800,,,N,,,0,0,200211,408300,3528,3225,3528
16912,1,N,2,33,7507,30,N,200306,경기,3.사무직,단순 사무직,16368403,6,6,Y,5.서비스,3차산업 종사자,1,6,201606,342631,3064,3186,7264
16913,2,,1,33,8005,99,N,200306,전북,2.자영업,자영업,36526378,8,8,Y,1.주부,주부,0,0,201505,1119842,4458,0,4458
16914,1,N,1,33,26111,20,N,200306,충북,3.사무직,공무원,37777204,3,99,N,,,0,0,200611,711140,3948,7252,3948
16915,1,N,2,32,24444,20,N,200306,경기,1.주부,주부,2861642,2,99,N,,,0,0,201503,154834,0,6910,6910
16916,1,N,2,32,38194,20,N,200306,경기,1.주부,주부,721468,5,6,N,,,0,0,201410,139578,0,0,0
16917,1,Y,1,32,10694,20,N,200306,인천,3.사무직,사무직,6608160,8,8,N,,,0,0,201301,121775,3271,3667,3271
16919,1,Y,1,32,15000,20,N,200306,대전,8.기타,학생,396000,,,N,,,0,0,200809,99000,0,3684,3696
16920,1,N,2,32,25555,20,N,200306,인천,4.전문직,의료직 종사자,6811692,,,N,,,0,0,200711,126100,3199,6808,3199
16921,1,N,2,32,7082,12,N,200306,경기,8.기타,학생,1248060,,,N,,,0,0,200512,120077,0,3644,3600
16922,2,,2,32,18055,20,N,200306,광주,3.사무직,기업/단체 임원,15161483,6,6,N,,,0,0,200707,578308,3653,0,3653
16923,1,N,2,32,13888,20,N,200306,울산,2.자영업,자영업,16536945,6,6,N,,,0,0,201604,283608,3619,3343,3619
16924,1,N,2,32,127777,20,N,200306,서울,1.주부,주부,28210288,1,99,Y,4.전문직,전문직,1,6,201605,216979,0,12803,5005
16927,1,N,1,32,9583,20,N,200306,전북,8.기타,학생,26571765,,,N,,,0,0,200402,117500,0,3579,3022
16928,2,,2,32,23750,20,N,200306,경기,4.전문직,의료직 종사자,18506367,6,6,N,,,0,0,201401,282299,2778,5719,2778
16929,1,N,1,31,4689,11,N,200306,대구,3.사무직,사무직,3458700,7,7,N,,,0,0,201606,42700,3207,4799,3207
16930,1,N,2,31,19013,12,N,200306,서울,3.사무직,사무직,113136952,0,99,Y,,,1,1,201405,2285254,3819,4916,3819
16931,1,N,2,31,4375,11,N,200306,전북,8.기타,학생,5538625,,,N,,,0,0,200403,35200,0,4390,4382
16932,1,N,2,31,0,,N,200306,대구,3.사무직,단순 사무직,9580000,,,N,,,0,0,200801,95800,2352,0,2352
16933,1,N,2,31,16666,20,N,200306,경기,3.사무직,사무직,38659339,7,7,N,,,0,0,201102,598150,3132,4698,3132
16934,1,N,2,31,9583,20,N,200306,충남,1.주부,주부,4122269,10,10,Y,5.서비스,2차산업 종사자,1,7,201209,162492,0,3576,3390
16935,1,N,1,31,12777,30,N,200306,서울,8.기타,학생,8022868,,,N,,,0,0,200904,46140,0,4019,3853
16936,1,Y,1,31,11250,20,N,200306,광주,3.사무직,사무직,6966225,,,N,,,0,0,201003,103280,3241,4505,3241
16938,1,Y,1,31,20277,30,N,200306,서울,8.기타,단순 노무직,6042443,2,99,N,,,0,0,200408,400449,3464,8372,3464
16939,1,N,2,31,4158,30,N,200306,부산,1.주부,주부,7283021,6,7,Y,7.1차산업,1차산업 종사자,1,10,201103,118205,0,2644,3738
16940,1,N,2,31,23694,12,N,200306,부산,4.전문직,전문직,29129504,10,9,N,,,0,0,201108,356125,3548,5404,3548
16941,1,N,1,31,2695,12,N,200306,대전,2.자영업,자영업,25834655,6,6,N,,,0,0,200305,152480,3172,2222,3172
16942,1,N,1,31,10517,12,N,200306,서울,4.전문직,교사,10624638,7,7,N,,,0,0,201201,499702,3142,3765,3142
16945,1,N,1,30,33888,20,N,200306,경기,4.전문직,전문직,79419408,2,99,N,,,0,0,201605,3430290,3506,7927,3506
16949,1,N,1,30,17777,20,N,200306,경기,3.사무직,사무직,5171910,5,6,N,,,0,0,201409,226357,3555,5736,3555
16956,1,N,1,29,27777,20,N,200306,경기,6.제조업,전문직,12496641,6,6,N,,,0,0,201407,102777,3152,8755,3152
16957,1,N,2,29,39027,20,N,200306,서울,1.주부,주부,49886752,2,99,Y,2.자영업,자영업,1,3,201606,1132740,0,9968,4143
16960,2,,1,29,17222,20,N,200306,전남,8.기타,학생,24733936,,,N,,,0,0,200302,112760,0,5548,5548
16963,1,N,1,28,6291,11,N,200306,전남,8.기타,학생,1401316,,,N,,,0,0,200903,375688,0,3275,3271
16968,1,N,1,28,4199,12,N,200306,서울,2.자영업,자영업,3664072,5,99,N,,,0,0,201603,149471,2885,2706,2885
16975,1,N,1,28,9722,30,N,200306,경북,8.기타,학생,7485714,4,99,N,,,0,0,201503,291380,0,6510,6461
16977,1,N,1,28,24583,30,N,200306,서울,4.전문직,교사,1338000,2,99,N,,,0,0,201510,150000,3022,8997,3022
16980,1,N,2,27,10097,13,N,200306,부산,,,3566333,6,6,N,,,0,0,201309,105920,2605,5753,2605
16981,1,N,1,27,6944,20,N,200306,서울,5.서비스,2차산업 종사자,30093669,6,6,N,,,0,0,201605,498340,3236,0,3236
16986,1,N,2,26,0,,N,200306,경북,8.기타,학생,3878279,6,6,N,,,0,0,201502,105511,0,0,0
16998,1,N,2,25,10694,30,N,200306,인천,8.기타,학생,16686220,6,6,N,,,0,0,200911,522166,0,5661,5701
17005,1,N,1,25,2806,11,N,200306,충남,3.사무직,공무원,3383924,6,6,N,,,0,0,200701,491092,2741,4631,2741
17006,1,N,1,25,8817,12,N,200306,서울,8.기타,학생,8704719,6,6,N,,,0,0,201104,133190,0,2612,2592
17015,1,N,1,24,3750,20,N,200306,대구,8.기타,학생,6049426,6,6,N,,,0,0,201309,233822,0,3356,3330
17028,1,N,2,24,10694,20,N,200306,서울,3.사무직,사무직,5200000,6,6,N,,,0,0,201605,100000,2641,5577,2641
17031,1,N,1,23,16625,12,N,200306,서울,8.기타,학생,163890,5,99,N,,,0,0,201506,54630,0,8210,8050
17032,1,N,2,23,13472,20,N,200306,경기,8.기타,학생,,5,99,N,,,0,0,201102,107200,0,6031,6031
17033,1,N,1,23,2638,30,N,200306,제주,3.사무직,공무원,4196276,5,99,N,,,0,0,201509,197309,2763,1473,2763
17041,1,N,1,23,9864,12,N,200306,서울,8.기타,학생,3583673,6,6,N,,,0,0,201302,55256,0,3033,2946
17050,1,N,1,22,6111,20,N,200306,대구,8.기타,학생,6582661,6,6,N,,,0,0,201205,135613,0,2639,2574
17067,1,N,1,20,8450,12,N,200306,서울,8.기타,학생,954600,5,99,N,,,0,0,201404,180043,0,2826,2778
17072,1,N,2,20,12222,30,N,200306,서울,8.기타,학생,560490,6,6,N,,,0,0,201602,51000,0,3219,3337
17076,1,N,2,20,0,11,N,200306,전남,8.기타,학생,2419606,6,6,N,,,0,0,201408,100901,0,0,2700
17117,1,N,1,18,11215,11,N,200306,경남,8.기타,학생,2174188,6,6,N,,,0,0,200312,500500,,3646,3610
17123,1,N,2,75,16546,40,N,200107,서울,8.기타,기타,14213046,,,Y,2.자영업,자영업,0,0,200603,115770,,1785,1779
17124,1,N,2,71,13594,12,N,200108,서울,1.주부,주부,9247100,,,N,,,0,0,201211,103900,,3027,2950
17126,2,,1,69,3718,12,N,,,,,8765151,,,,,,,,200307,95100,,2908,
17127,1,N,2,69,19027,20,N,200103,경기,8.기타,기타,744300,6,6,N,,,0,0,201606,83032,,6310,6461
17128,2,,2,68,1675,12,N,101,부산,1.주부,주부,8690250,,,N,,,0,0,200909,75000,,0,0
17129,1,N,2,68,14556,11,N,200007,대구,8.기타,단순 노무직,7485250,,,Y,8.기타,단순 노무직,0,0,201606,59882,,4338,4318
17130,1,N,2,67,14316,99,N,199912,대구,8.기타,기타,,,,Y,8.기타,기타,0,0,201505,64800,,0,0
17131,1,N,2,64,31666,20,N,101,경기,1.주부,주부,56296034,6,6,N,,,0,0,201504,314959,,7923,8149
17132,1,N,2,64,15833,20,N,200101,전북,1.주부,주부,5789790,6,6,N,,,0,0,200309,64260,,6127,6127
17133,1,N,1,63,39444,20,N,200306,서울,2.자영업,자영업,16532835,,,Y,5.서비스,3차산업 종사자,2,31,201105,300597,,8509,
17134,1,Y,2,63,3611,20,N,200206,강원,1.주부,주부,5719120,,,Y,5.서비스,1차산업 종사자,1,35,201606,42680,,2942,3454
17135,1,N,2,62,16116,13,N,200104,서울,5.서비스,3차산업 종사자,41698394,6,6,Y,,,1,35,201606,457964,,5976,5874
17136,2,,1,62,0,,N,199911,전남,3.사무직,사무직,,,,Y,8.기타,3차산업 종사자,0,0,201605,74900,,0,
17137,1,N,2,62,7775,12,N,199710,경기,5.서비스,종교인/역술인,5674939,,,Y,6.제조업,2차산업 종사자,2,32,200706,286250,,5032,4983
17138,2,,2,62,28333,20,N,200103,경기,8.기타,3차산업 종사자,5867287,7,7,Y,,,1,27,201207,78768,,7692,7692
17139,1,N,2,61,24438,12,N,200108,경남,1.주부,주부,15010295,5,5,Y,6.제조업,운전직,1,35,200508,128480,,7150,7079
17141,1,N,1,61,12916,30,N,199902,경기,3.사무직,사무직,38598808,6,6,N,,,0,0,201507,267986,,5808,5754
17142,1,N,2,60,15018,12,N,200303,경기,5.서비스,3차산업 종사자,24786010,6,6,N,,,0,0,200610,236170,3682,5697,3682
17143,2,,1,60,66966,11,N,200004,서울,2.자영업,자영업,28914402,6,7,Y,2.자영업,자영업,2,25,200909,263050,6592,10218,12355
17144,1,N,2,60,33750,20,N,199508,부산,1.주부,주부,,6,6,Y,3.사무직,고위 공무원,0,0,200307,225900,0,10201,9963
17145,1,N,1,59,30555,20,N,199812,부산,4.전문직,교사,15281992,,,Y,1.주부,주부,0,0,200409,108700,5219,9754,5219
17146,1,Y,1,59,15972,20,N,200110,부산,3.사무직,사무직,82126811,3,6,Y,,,1,22,200601,686046,6716,6100,6716
17147,1,N,2,58,11805,20,N,200205,서울,5.서비스,3차산업 종사자,46868926,6,6,Y,2.자영업,자영업,0,0,201205,638571,3650,3993,4215
17148,1,Y,1,58,26666,20,N,200306,인천,3.사무직,사무직,14191560,,,Y,1.주부,주부,2,28,200611,117480,6773,8512,6773
17150,1,N,2,57,11848,12,N,200002,서울,3.사무직,사무직,17900800,,,Y,2.자영업,자영업,1,14,200702,160000,3781,6473,8845
17151,1,N,2,57,12638,20,N,200306,울산,2.자영업,자영업,24206636,,,Y,,,1,27,200611,212600,4825,5295,4825
17152,1,N,2,57,9722,20,N,200203,전남,1.주부,주부,1477581,8,99,Y,1.주부,주부,1,29,201509,149100,0,5625,5805
17155,1,N,2,55,30972,20,N,,,,,29017072,6,6,,,,,,200901,498876,,9843,
17157,1,N,1,54,43055,20,N,200306,서울,3.사무직,사무직,13586397,6,6,Y,1.주부,주부,1,24,201109,315733,6159,8793,6159
17158,1,Y,2,53,11757,12,N,200006,서울,1.주부,주부,,6,6,Y,,,1,30,201508,187951,0,6629,6615
17159,1,Y,2,53,17222,20,N,200301,경기,1.주부,주부,13833143,10,9,Y,5.서비스,2차산업 종사자,2,27,201210,455653,0,6914,4590
17160,1,N,2,52,0,12,N,200111,전남,1.주부,주부,1742300,,,Y,6.제조업,2차산업 종사자,0,0,200706,118222,0,0,5433
17161,1,N,1,52,10809,99,N,200306,경기,3.사무직,사무직,4851910,6,6,N,,,0,0,201301,326508,6881,0,6881
17162,1,N,1,52,15138,20,N,200306,울산,3.사무직,기업/단체 임원,17316028,6,6,Y,4.전문직,의료직 종사자,3,18,200403,227160,7657,0,11330
17163,1,N,2,51,8215,40,N,200009,경기,2.자영업,자영업,54775528,6,6,Y,3.사무직,사무직,2,23,201402,1175792,4312,5469,9406
17164,1,Y,1,51,3750,20,N,101,전북,7.1차산업,1차산업 종사자,9453672,,,Y,1.주부,주부,1,35,201012,155770,4193,4940,5925
17165,1,Y,2,51,7460,12,N,200104,울산,2.자영업,자영업,26515187,7,7,Y,3.사무직,사무직,0,0,201101,511913,4804,5528,9046
17166,1,N,2,50,22638,20,N,200211,충남,4.전문직,교육관련직,97000427,6,6,Y,3.사무직,사무직,2,22,201312,1266445,4675,7751,10289
17167,1,N,2,49,33472,20,N,200306,경기,5.서비스,3차산업 종사자,26305087,2,99,Y,3.사무직,사무직,2,17,200903,988978,3437,8173,9273
17168,2,,2,49,19861,20,Y,200006,울산,2.자영업,3차산업 종사자,6346531,4,99,Y,6.제조업,2차산업 종사자,2,24,200404,136650,4488,7067,9183
17169,1,N,2,49,20138,20,N,200007,서울,5.서비스,2차산업 종사자,54248910,6,6,Y,5.서비스,2차산업 종사자,0,0,200608,532200,3909,6638,8278
17170,1,N,2,49,17222,20,N,200011,경남,5.서비스,3차산업 종사자,57579892,1,99,Y,6.제조업,2차산업 종사자,2,21,201112,377371,3634,6686,8757
17171,1,N,1,49,23333,20,N,200205,부산,2.자영업,자영업,12688422,6,6,Y,4.전문직,의료직 종사자,1,16,201112,2859936,5607,6521,9979
17174,1,N,1,48,18611,20,N,200012,경기,3.사무직,사무직,13792166,4,6,N,,,0,0,200907,220692,5150,0,5150
17175,1,N,1,48,11008,12,N,199912,경기,6.제조업,운전직,22726736,6,6,Y,2.자영업,자영업,2,22,201606,320770,4650,5767,8519
17176,2,,2,48,33333,20,N,199708,경기,1.주부,주부,545000,6,6,Y,3.사무직,사무직,2,14,201004,54500,0,0,6179
17177,1,N,1,48,3438,11,N,200012,제주,6.제조업,운전직,48903271,6,6,N,,,0,0,201107,501249,4963,4996,4963
17178,1,N,2,48,13333,20,N,101,대전,1.주부,주부,23725790,6,6,Y,3.사무직,공무원,2,16,201606,215689,0,4433,4562
17180,1,N,1,48,15555,20,N,199911,경기,3.사무직,공무원,17400000,6,6,Y,3.사무직,사무직,0,0,201406,300000,4912,4760,8133
17181,1,N,1,47,5504,12,N,101,경기,5.서비스,2차산업 종사자,1605216,6,99,Y,1.주부,주부,2,20,201606,100326,4231,5375,4231
17182,1,N,2,47,15972,20,N,200303,대전,5.서비스,3차산업 종사자,9609333,6,6,Y,2.자영업,자영업,0,0,201202,169353,3130,4147,8376
17183,1,N,1,47,22222,20,N,199810,경기,2.자영업,자영업,5823545,,,N,,,0,0,200503,43250,5326,0,5326
17184,1,N,2,47,6284,11,Y,200306,경북,2.자영업,3차산업 종사자,6583078,7,7,Y,5.서비스,2차산업 종사자,0,0,200803,136960,3663,3256,7877
17185,1,N,1,47,20000,20,N,200007,경기,2.자영업,자영업,25502264,6,6,Y,1.주부,주부,1,22,201112,322536,5831,5332,5831
17186,1,N,1,47,2404,13,N,200302,전북,7.1차산업,1차산업 종사자,,7,8,Y,1.주부,주부,2,16,200707,113900,3455,2824,3455
17187,1,N,2,46,12777,20,N,200104,대전,4.전문직,교육관련직,11547748,6,6,Y,4.전문직,교육관련직,3,15,201603,342499,3866,3702,8766
17188,1,N,1,46,18333,30,N,101,서울,2.자영업,자영업,59358512,6,6,N,,,0,0,201606,641782,5870,8122,5870
17189,1,N,2,45,4131,13,N,200112,부산,3.사무직,단순 사무직,13220889,,,Y,2.자영업,자영업,0,0,200803,218889,3871,2672,8373
17190,1,N,1,45,13333,20,N,200010,전북,2.자영업,자영업,16455185,,,Y,1.주부,주부,0,0,200606,138500,4634,5796,4634
17191,1,N,2,44,43194,20,N,200007,광주,1.주부,주부,13470352,,,Y,2.자영업,자영업,1,18,200702,120400,0,10719,3944
17192,1,N,2,44,37916,20,N,200005,대구,4.전문직,교육관련직,72367320,,,Y,,,1,10,200907,753000,4390,8762,4390
17193,2,,2,44,42222,20,N,199812,대전,4.전문직,교사,4735780,,,N,,,0,0,200407,33450,4525,0,4525
17194,1,N,2,44,17777,20,N,200002,경기,3.사무직,사무직,15421032,,,Y,3.사무직,사무직,1,13,200810,150366,3943,5047,8072
17195,1,N,1,43,26666,20,N,200104,경기,3.사무직,기업/단체 임원,31888831,6,6,Y,1.주부,주부,2,15,200311,211900,7177,7101,7177
17196,1,Y,1,43,4779,12,N,200003,인천,3.사무직,사무직,5319749,,,Y,3.사무직,교육관련직,2,19,200411,449700,3988,3120,7968
17197,1,N,1,43,19861,20,N,200012,대전,6.제조업,2차산업 종사자,22456224,,,N,,,0,0,200403,151200,4755,0,4755
17199,1,N,1,43,8333,30,N,200107,경기,5.서비스,2차산업 종사자,11049482,,,N,,,0,0,200309,108350,4264,3699,4264
17200,1,N,2,43,10833,20,N,199912,경남,6.제조업,2차산업 종사자,7573099,8,8,Y,6.제조업,2차산업 종사자,2,20,201305,234123,3011,3744,7642
17201,1,N,2,43,17500,20,N,200006,경남,1.주부,주부,2719192,6,6,Y,6.제조업,운전직,1,12,201606,44601,0,0,5676
17202,1,N,2,43,21388,20,N,200008,부산,1.주부,주부,23841254,3,6,Y,3.사무직,사무직,0,0,201007,410771,0,4745,5066
17203,1,N,2,42,31250,20,N,199904,서울,3.사무직,사무직,6142167,6,6,Y,,,1,14,201606,120323,4259,9839,4259
17204,1,N,1,42,13145,99,N,199910,서울,4.전문직,전문직,151000329,6,6,N,,,0,0,201507,19071609,5723,0,5723
17205,2,,1,42,15000,20,N,200203,광주,5.서비스,2차산업 종사자,18384375,,,Y,5.서비스,3차산업 종사자,2,9,200311,187500,4369,3893,8069
17206,1,N,2,42,8055,20,Y,199905,전북,1.주부,주부,92825618,1,99,Y,3.사무직,2차산업 종사자,2,10,200606,471038,0,3568,4964
17208,1,N,2,42,14962,11,N,101,경남,4.전문직,3차산업 종사자,1588693,6,6,N,,,0,0,201606,26448,3601,4476,3601
17209,1,Y,2,41,62638,20,N,200302,부산,4.전문직,교육관련직,22797011,6,6,Y,4.전문직,교육관련직,0,0,201311,307167,4336,11908,10523
17210,1,N,2,41,10727,11,N,200108,경북,4.전문직,의료직 종사자,13123527,6,6,Y,,,1,10,201606,217606,3213,3943,3213
17211,2,,2,40,9216,12,Y,199911,경기,1.주부,주부,45018502,7,7,Y,2.자영업,자영업,1,9,200708,542500,0,3570,4169
17212,2,,1,40,6381,40,N,200302,전남,3.사무직,사무직,,6,6,N,,,0,0,201406,216160,3908,0,3908
17214,1,N,2,40,10056,50,N,200005,경기,3.사무직,단순 사무직,8125549,6,6,Y,3.사무직,사무직,2,9,201105,233148,3751,3791,8881
17215,1,N,2,40,13611,20,N,200106,충북,1.주부,주부,3896905,,,Y,6.제조업,운전직,2,17,201301,93693,0,5475,4869
17217,1,N,2,40,21924,20,N,200003,경기,1.주부,주부,46674645,3,6,Y,4.전문직,예체능계 종사자,2,4,201303,757238,0,5829,4448
17219,1,N,2,39,7040,12,N,200107,경기,1.주부,주부,44911664,6,6,Y,5.서비스,2차산업 종사자,0,0,201003,635501,0,3470,4726
17220,1,Y,2,39,21527,20,N,199811,인천,1.주부,주부,109424014,6,6,Y,4.전문직,교육관련직,1,7,201102,1350687,0,6338,4480
17221,1,Y,1,39,50767,11,N,200105,대전,5.서비스,예체능계 종사자,1807300,,,N,,,0,0,201105,34100,5633,8754,5633
17222,1,N,1,38,18333,20,N,200206,대구,5.서비스,2차산업 종사자,5380000,6,6,Y,1.주부,주부,0,0,200912,80000,3968,4328,3968
17223,1,N,2,38,21388,20,N,199911,울산,1.주부,주부,3764595,6,7,N,,,0,0,201605,55749,0,5275,4715
17224,2,,2,38,32222,20,N,200110,서울,3.사무직,사무직,7463770,6,7,N,,,0,0,201406,202798,3405,7533,3405
17225,1,N,2,38,4444,20,N,200205,강원,2.자영업,자영업,11022506,1,99,Y,3.사무직,사무직,2,9,201604,410969,4040,3092,8579
17227,1,N,1,38,6886,12,N,200110,부산,3.사무직,사무직,7721163,,,N,,,0,0,200408,51300,3859,3239,3859
17228,1,N,2,37,4583,30,N,200306,인천,3.사무직,사무직,946450,,,N,,,0,0,200705,41150,2853,0,2853
17229,1,Y,1,37,39444,20,N,200006,경기,5.서비스,3차산업 종사자,4869485,,,N,,,0,0,200903,140493,4206,10134,4206
17230,1,N,1,37,29385,12,N,200212,경기,5.서비스,3차산업 종사자,3138491,7,7,N,,,0,0,201410,95482,3887,5165,3887
17231,1,N,2,37,24444,20,N,200306,경기,3.사무직,사무직,19845285,,,N,,,0,0,201006,132700,3521,6696,3521
17232,1,N,2,37,982,11,N,200002,충북,1.주부,주부,10082963,6,6,Y,7.1차산업,1차산업 종사자,1,9,201002,202985,0,2963,3530
17233,1,N,1,36,20000,20,N,200007,광주,4.전문직,교사,14609392,6,6,N,,,0,0,200308,95200,3874,5788,3874
17236,1,N,2,35,11494,13,N,200207,경기,1.주부,주부,7127469,6,6,Y,5.서비스,3차산업 종사자,1,5,201308,195517,0,3861,4472
17238,1,N,2,35,6541,13,Y,200209,울산,2.자영업,3차산업 종사자,26900792,6,6,N,,,0,0,201410,772690,4014,3314,4014
17239,1,N,2,35,42344,12,N,200101,서울,4.전문직,예체능계 종사자,11773816,,,N,,,0,0,201003,147459,4540,7413,4540
17240,1,N,1,35,8611,20,N,200107,경기,3.사무직,사무직,4363490,2,99,N,,,0,0,200711,106220,3901,3430,3901
17242,1,N,1,34,20225,99,N,200108,서울,3.사무직,공무원,26938061,,,N,,,0,0,200508,476280,3835,0,3835
17243,1,N,1,34,10555,20,N,101,인천,3.사무직,사무직,6429629,6,6,N,,,0,0,201102,99930,3845,3547,3845
17244,1,N,2,34,52361,20,N,199612,광주,2.자영업,자영업,77784151,6,9,N,,,0,0,200902,2022909,4550,11369,4550
17245,1,N,2,34,22144,20,N,200201,경남,4.전문직,3차산업 종사자,17525354,6,6,N,,,0,0,201606,288340,3419,6630,3419
17246,1,N,1,34,16666,20,N,200104,전남,6.제조업,2차산업 종사자,11130987,,,N,,,0,0,200805,107060,3624,5667,3624
17248,1,N,2,34,10277,20,N,199510,대구,4.전문직,의료직 종사자,3413404,6,6,N,,,0,0,201008,137860,2674,3038,2674
17250,1,N,2,33,5833,20,N,101,전북,1.주부,주부,2436014,8,8,Y,3.사무직,단순 사무직,2,13,201312,174001,0,3696,3300
17252,1,N,2,32,6805,20,N,200103,경기,5.서비스,3차산업 종사자,13186800,6,6,N,,,0,0,200605,90000,3340,3709,3340
17253,1,N,2,32,0,,N,101,강원,4.전문직,교육관련직,4851326,6,6,N,,,0,0,201606,64417,2895,0,2895
17259,1,N,2,28,8886,12,N,199907,서울,4.전문직,예체능계 종사자,18666304,6,6,N,,,0,0,201606,219800,2565,2911,2565
17268,1,Y,2,24,0,,N,199909,경기,8.기타,학생,3424576,6,6,N,,,0,0,201311,123550,0,0,0
17280,2,,2,68,0,,N,200306,인천,1.주부,주부,1403914,1,1,N,,,0,0,200703,576763,,0,0
17281,1,N,2,33,5833,20,N,200306,전남,3.사무직,단순 사무직,11112869,6,6,Y,,,1,3,201404,239043,2929,2703,2929
17284,1,N,1,41,0,,N,200307,강원,2.자영업,자영업,7698888,,,Y,3.사무직,기업/단체 임원,1,10,200307,64800,4334,0,7640
17287,1,N,2,39,2632,13,N,200307,충남,3.사무직,사무직,55500731,4,99,Y,4.전문직,3차산업 종사자,3,5,200601,7629373,3160,3050,6466
17288,2,,2,68,10042,12,N,200307,서울,2.자영업,자영업,2478600,,,N,,,0,0,200601,57850,,0,0
17291,1,N,1,59,15000,30,N,200308,서울,3.사무직,사무직,9447442,6,6,N,,,0,0,200308,61963,4366,5856,4366
17292,1,N,1,52,12083,30,N,200308,서울,3.사무직,2차산업 종사자,8918631,1,99,Y,1.주부,주부,2,31,201202,173463,5329,6353,5329
17293,1,N,2,37,15138,20,N,200308,경남,1.주부,주부,36683309,6,6,Y,,,1,4,201303,663083,0,4694,4536
17296,1,N,1,62,32083,20,N,200309,강원,,,13701642,,,Y,1.주부,주부,0,0,200309,92640,,0,10978
17297,1,N,2,29,19444,20,N,200309,경기,8.기타,학생,6655000,,,N,,,0,0,201606,55000,0,5931,7839
17298,1,N,2,66,33888,20,N,200309,울산,1.주부,주부,9585211,6,6,N,,,0,0,201104,163930,,10429,10328
17299,1,N,2,57,11944,20,N,200309,강원,2.자영업,자영업,26312120,6,6,Y,6.제조업,운전직,3,31,200704,360524,4307,6451,6451
17300,1,Y,2,61,2353,13,N,200310,경남,2.자영업,자영업,41002180,,,N,,,0,0,201311,321870,,4038,4010
17303,1,N,1,41,22777,20,N,200310,경기,6.제조업,2차산업 종사자,67092304,6,6,Y,1.주부,주부,2,10,200803,352388,4579,0,4579
17305,1,N,1,41,1519,11,N,200310,경북,7.1차산업,1차산업 종사자,24064729,1,99,Y,1.주부,주부,2,12,200905,272600,3258,2598,3258
17308,1,N,2,67,4952,99,N,,,,,3175435,6,6,,,,,,200401,53450,,0,
17309,1,N,2,48,4102,12,Y,200311,대전,2.자영업,자영업,7889461,7,8,Y,5.서비스,2차산업 종사자,2,19,200404,542268,3428,2649,7195
17313,1,N,2,57,6527,30,N,200311,인천,1.주부,주부,24035971,,,Y,2.자영업,자영업,1,35,200705,263483,0,4218,4305
17314,1,N,2,56,8407,12,N,200312,대구,1.주부,주부,230898184,6,6,Y,3.사무직,사무직,2,25,201106,1924614,0,5576,5781
17315,1,N,1,35,3888,20,Y,200312,경북,6.제조업,2차산업 종사자,2710038,8,8,Y,6.제조업,2차산업 종사자,1,14,200503,124200,3367,2504,5897
17317,1,Y,2,37,22777,20,N,200312,경기,3.사무직,사무직,15235782,6,6,Y,4.전문직,전문직,0,0,200503,148112,3567,6470,7626
17318,1,N,2,40,15000,30,N,200312,서울,4.전문직,의료직 종사자,1705067,,,Y,,,1,14,200312,28700,3461,5770,3461
17319,1,Y,2,38,26388,20,N,200312,대구,1.주부,주부,2970400,6,6,N,,,0,0,201606,37600,0,0,0
17320,1,N,2,43,23472,20,N,200312,경북,,,7704707,6,6,N,,,0,0,200906,53393,3820,0,3820
17321,1,N,1,33,38656,12,N,200312,경기,3.사무직,사무직,16340350,6,6,N,,,0,0,200312,109300,3787,5974,3787
17322,1,N,2,37,42638,20,N,200312,서울,3.사무직,사무직,5832750,,,N,,,0,0,200401,115500,3684,7923,3684
17324,1,Y,2,56,15277,20,N,200312,인천,3.사무직,사무직,106175701,6,6,Y,6.제조업,2차산업 종사자,2,16,201203,1982759,6293,0,9871
